URL,Version,Status,OIDs,Name,Title,Description,Used
http://jpfhir.jp/fhir/core/CodeSystem/HL70241,1.3.0-dev,active,,JP_ConditionDieaseOutcomeHL70241_CS,JP Core Condition Disease Outcome HL7 Table 0241 - Patient Outcome CodeSystem,"HL7表0241-Patient Outcome コードシステム",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ConditionDiseaseOutcomeReceipt_CS,1.3.0-dev,active,,JP_ConditionDieaseOutcomeReceipt_CS,JP Core Condition Disease Outcome Receipt CodeSystem,"レセプト電算システム 転帰区分 コードシステム",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalBodySiteStatus_CS,1.3.0-dev,active,,JP_DentalBodySiteStatus_CS,JP Core Dental BodySiteStatus CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する身体部位状態コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalBodySite_CS,1.3.0-dev,active,,JP_DentalBodySite_CS,JP Core Dental BodySite CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する身体部位コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalBodyStructure_CS,1.3.0-dev,active,,JP_DentalBodyStructure_CS,JP Core Dental BodyStructure CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯の詳細部位構造コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalFundamentalStatus_CS,1.3.0-dev,active,,JP_DentalFundamentalStatus_CS,JP Core Dental FundamentalStatus CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯の基礎状態コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalMissingTeethObservation_CS,1.3.0-dev,active,,JP_DentalMissingTeethObservation_CS,JP Core Dental MissingTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalPresentTeethObservation_CS,1.3.0-dev,active,,JP_DentalPresentTeethObservation_CS,JP Core Dental PresentTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalRootBodyStructure_CS,1.3.0-dev,active,,JP_DentalRootBodyStructure_CS,JP Core Dental RootBodyStructure CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯根に関する部位構造コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSimpleMissingTeethObservation_CS,1.3.0-dev,active,,JP_DentalSimpleMissingTeethObservation_CS,JP Core Dental SimpleMissingTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する欠損歯の観察結果コード（簡易版）",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSimplePresentTeethObservation_CS,1.3.0-dev,active,,JP_DentalSipmlePresentTeethObservation_CS,JP Core Dental SimplePresentTeethObservation CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する現存歯の観察結果コード（簡易版）",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalSurfaceBodyStructure_CS,1.3.0-dev,active,,JP_DentalSurfaceBodyStructure_CS,JP Core Dental Surface BodyStructure CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関する歯面に関連する詳細部位構造コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_DentalToothStatus_Observation_CS,1.3.0-dev,active,,JP_DentalToothStatus_Observation_CS,JP Core Dental ToothStatus CodeSystem,"JP Coreにて定義した紹介状やサマリーに記載する歯科のObservationリソースに関する歯についての状態コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationBodyMeasurementCode_CS,1.3.0-dev,active,,JP_ObservationBodyMeasurementCode_CS,JP Core Observation BodyMeasurement Code CodeSystem,"Observation（身体計測）で使用する項目コードのコードシステム （出典：看護実践用語標準マスターの概要＜看護行為編＞Ver. 3. 6）",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationDentalCategory_CS,1.3.0-dev,active,,JP_ObservationDentalCategory_CS,JP Core ObservationDentalCategory CodeSystem,"JP Coreにて定義した歯科のObservationリソースに関するカテゴリのコード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationElectrocardiogramDuration_CS,1.3.0-dev,active,,JP_ObservationElectrocardiogramDuration_CS,JP Core Observation Electrocardiogram Duration CodeSystem,"JP Coreにて定義した心電図のObservationリソースに関する詳細分類コード（検査時間）",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationElectrocardiogramExtraCategory_CS,1.3.0-dev,active,,JP_ObservationElectrocardiogramExtraCategory_CS,JP Core Observation Electrocardiogram Extra Category CodeSystem,"JP Coreにて定義した心電図のObservationリソースに関する分類コード",
http://jpfhir.jp/fhir/core/CodeSystem/JP_ObservationElectrocardiogramStressType_CS,1.3.0-dev,active,,JP_ObservationElectrocardiogramStressType_CS,JP Core Observation Electrocardiogram StressType CodeSystem,"JP Coreにて定義した心電図のObservationリソースに関する詳細分類コード（負荷タイプ）",
http://jpfhir.jp/fhir/core/CodeSystem/JP_Undefined_CS,1.3.0-dev,active,,JP_Undefined_CS,JP Core Undefined CodeSystem,"未定義のコードシステム。使用する予定のコードシステムが利用できない場合や方針未決定の場合等に割り振る特別なリソースである。",
